"BH35","PANEL: MAIN SWITCH MOUNTING","023050P002","NYLEC",80,30,50,6.8,1,6.8,0,0,"2023-06-29 04:16:34","Top Hat",2
"HM43","Door Stay Bracket Flat","DBrS-F","Variance",50,15,35,2.29,1,2.29,1,2.29,"2023-06-29 02:33:43","HYMOD",2
"HM102","Door Stay Bracket U","DBrS-U","Variance",60,20,40,5.58,1,5.58,1,5.58,"2023-06-29 02:33:43","HYMOD",2
"BH38","HPR DUCT MOUNTING BRACKET TYPE2","DMBKT-HPR","NYLEC",200,50,150,2.07,1,2.07,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH81","EMPTY BH81","EMPTY 1","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH96","EMPTY BH96","EMPTY 10","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH97","EMPTY BH97","EMPTY 11","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH98","EMPTY BH98","EMPTY 12","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH99","EMPTY BH99","EMPTY 13","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH100","EMPTY BH100","EMPTY 14","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH82","EMPTY BH82","EMPTY 2","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH83","EMPTY BH83","EMPTY 3","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH84","EMPTY BH84","EMPTY 4","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH85","EMPTY BH85","EMPTY 5","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH86","EMPTY BH86","EMPTY 6","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH87","EMPTY BH87","EMPTY 7","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH88","EMPTY BH88","EMPTY 8","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH89","EMPTY BH89","EMPTY 9","NA",0,0,0,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"HM88","M6 x 8 HEX MULTI HEAD SERATED SCREW ZINC PLATED FOR HIB650","F-HMHSS-M6X8","SELECTLOK",2000,1000,1000,5.95,100,0.0595,1,0.0595,"2023-06-29 02:33:43","HYMOD",2
"HM107","P 56 Spacer Top","GF56-B","Variance",20,8,12,4.6,1,4.6,1,4.6,"2023-06-29 02:33:43","HYMOD",2
"HM95","Hinge Brass pintleNickel then chrome Plated","HIB500NS-E","SELECTLOK",200,100,100,1.68,1,1.68,1,1.68,"2023-06-29 02:33:43","HYMOD",2
"HM99","HM101 - EMPTY SPACE","HM101EMPTY","HM101",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM100","HM102 - EMPTY SPACE","HM102EMPTY","HM102",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM109","HM112 - EMPTY SPACE","HM112EMPTY","HM112",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM111","HM114 - EMPTY SPACE","HM114EMPTY","HM114",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM112","HM115 - EMPTY SPACE","HM115EMPTY","HM115",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM127","HM130 - EMPTY SPACE","HM130EMPTY","HM130",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM16","HM16 - EMPTY SPACE","HM16EMPTY","HM16",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM25","HM25 - EMPTY SPACE","HM25EMPTY","HM25",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM26","HM26 - EMPTY SPACE","HM26EMPTY","HM26",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM27","HM27 - EMPTY SPACE","HM27EMPTY","HM27",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM28","HM28 - EMPTY SPACE","HM28EMPTY","HM28",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM31","HM31 - EMPTY SPACE","HM31EMPTY","HM31",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM44","HM44 - EMPTY SPACE","HM44EMPTY","HM44",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM51","HM51 - EMPTY SPACE","HM51EMPTY","HM51",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM67","HM67 - EMPTY SPACE","HM67EMPTY","HM67",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM76","HM76 - EMPTY SPACE","HM76EMPTY","HM76",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM80","HM80 - EMPTY SPACE","HM80EMPTY","HM80",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM91","HM91 - EMPTY SPACE","HM91EMPTY","HM91",0,0,0,0,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"BH77","HPR700 E&N TYPE 2","HPR700E&N","NYLEC",40,10,30,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH34","HPR-CONTROL SWITCH MOUNTING","HPRCSMTHSTD","NYLEC",120,40,80,3.91,1,3.91,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH39","HPR DUCT MOUNTING BRACKET","HPRDMB","NYLEC",200,50,150,2.07,1,2.07,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH33","F50DV TOP HAT FOR HPR","HPRF50DVMSMTH","NYLEC",40,10,30,8.28,1,8.28,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH79","HPR-HPC LOW PAN CHASSIS MOUNTING TOP HAT","HPRHPCCMTH","NYLEC",20,10,10,4.9,1,4.9,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH78","HPR-CONTROL SWITCH MOUNTING","HPRLCSMTHL","NYLEC",20,10,10,6.5,1,6.5,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH31","HPR-QF CHASSIS","HPRQFCMTH","NYLEC",20,10,10,6.21,1,6.21,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH80","HPR METAL SEGREGATION","HPRSEGBKT","NYLEC",10,5,5,0,1,0,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH75","SK204 TOP HAT FOR HPR","HPRTHSK204","NYLEC",20,10,10,8.2,1,8.2,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH37","HPR SELECTOR SWITCH MOUNTING","HPRTHSSDIN","NYLEC",50,20,30,4.8,1,4.8,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH71","HPS E&N MOUNTING BRACKET(400)","HPS-E&NBKT(400)","NYLEC",30,10,20,8.63,1,8.63,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH22","HPS E&N MOUNTING BRACKETS","HPS-E&NBKT-TYPE2","NYLEC",40,20,20,7.82,1,7.82,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH46","HPS GEAR TRAY 100 ( 100 x 610)","HPSGT100","NYLEC",20,10,10,10.35,1,10.35,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH48","HPS GEAR TRAY 300 (300 x 610)","HPSGT300","NYLEC",15,5,10,13.23,1,13.23,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH49","HPS GEAR TRAY 400 (400 x 610)","HPSGT400","NYLEC",10,5,5,14.95,1,14.95,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH42","HPS 900 GEAR TRAY","HPSGT900","NYLEC",10,5,5,13,1,13,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH41","HPS GEAR TRAY 900 TYPE1","HPSGT900T1","NYLEC",10,5,5,11,1,11,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH43","HPS GEAR TRAY 900 TYPE2","HPSGT900T2","NYLEC",15,5,10,17.25,1,17.25,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH44","HPS GEAR TRAY 900 TYPE3","HPSGT900T3","NYLEC",15,5,10,17,1,17,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH70","HPS HIGH MOUNTING BRACKET(400)","HPSHIGHMTBRKT400","NYLEC",60,20,40,10.12,1,10.12,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH68","HPS LOW MOUNTING BRACKET(400)","HPSLOWMTBRKT400","NYLEC",60,20,40,8.97,1,8.97,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH69","HPS MEDIUM MOUNTING BRACKET","HPSMEDMTBRKT400","NYLEC",60,20,40,9.55,1,9.55,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH28","HPS SOCOMEC TOP HAT","HPSOCOMECTH","NYLEC",30,15,15,9.5,1,9.5,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH21","HPS SIDE MOUNTING BRACKET(300)","HPSSIDEMTNBKT300","NYLEC",60,30,30,5.46,1,5.46,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH72","HPS SIDE MOUNTING BRACKET(400)","HPSSIDEMTNBKT400","NYLEC",60,20,40,5.98,1,5.98,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH27","HPS SURGE BRACKET","HPSSRGBRKT","NYLEC",50,20,30,4.1,1,4.1,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH40","HPS 900-STANDARD CROSS BAR","HPS_CRSBAR-900ST","NYLEC",15,5,10,9.2,1,9.2,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH45","HPS 700-STANDARD CROSS BAR(R2)","HPS_CRSBAR_700ST","NYLEC",10,5,5,8.97,1,8.97,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH47","HPS 700-GT (R2)","HPS_GT_700","NYLEC",15,5,10,20.13,1,20.13,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH23","HPS HIGH MOUNTING BRACKET","HPS_HIGH MT_BRKT","NYLEC",60,20,40,5.18,1,5.18,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH25","HPS LOW MOUNTING BRACKET","HPS_LOW MT_BRKT","NYLEC",60,20,40,4.6,1,4.6,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH24","HPS MED MOUNTING BRACKET","HPS_MED MT_BRKT","NYLEC",60,20,40,4.89,1,4.89,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH20","HPS SIDE MOUNTING BRACKET","HPS_SIDEMTNBKT","NYLEC",60,30,30,3.8,1,3.8,0,0,"2023-06-29 04:16:34","Top Hat",2
"HM87","Screw M6x14 T25 -2000 Box","HSM6-2K","Variance",3,1,2,488.8,2000,0.2444,1,0.2444,"2023-06-29 02:33:43","HYMOD",2
"HM93","hinge left hand lift off 80mm","HU-80","SELECTLOK",200,100,100,2.13,0,\N,1,\N,"2023-06-29 02:33:43","HYMOD",2
"HM110","Hymod OutMod E & N Bracket","HYOUTMOD-E&NBKT","NYLEC",75,25,50,22.5,1,22.5,1,22.5,"2023-06-29 02:33:43","HYMOD",2
"HM45","InsulBUS Bus Support 7510","IBS7510","Variance",250,50,200,4.5,1,4.5,1,4.5,"2023-06-29 02:33:43","HYMOD",2
"HM46","InsulBUS Bus Sup Spacer 10","IBSS10","Variance",400,100,300,1.05,1,1.05,1,1.05,"2023-06-29 02:33:43","HYMOD",2
"HM48","Vent Filter Grille for Electri Enclosure 150H x 150W x 37D","IP-V2000","QUADOR",50,20,30,16,1,16,1,16,"2023-06-29 02:33:43","HYMOD",2
"HM49","Filter Fan for Electrical Encl 58 m3/hr 150H x 150W x 86D 2 24VDC","IP-V2200","QUADOR",6,2,4,116.67,1,116.67,1,116.67,"2023-06-29 02:33:43","HYMOD",2
"HM50","Filter Fan for Electrical Encl 58 m3/hr 150H x 150W x 86D 24V","IP-V2224","QUADOR",6,2,4,135.1,1,135.1,1,135.1,"2023-06-29 02:33:43","HYMOD",2
"HM108","Cover stay Mild Steel with auto lock unassembled","M179-44-022(m)","Variance",50,20,30,6.81,1,6.81,1,6.81,"2023-06-29 02:33:43","HYMOD",2
"HM97","M6 INSERTNUT","M6CR3","CONCEPT FASTENERS",1300,300,1000,6.5,100,0.065,1,0.065,"2023-06-29 02:33:43","HYMOD",2
"HM96","RIVET NUT RIBBED STEEL M8 ZINC","M8 RIVER NUT","BOLTSGALOR",1300,300,1000,0.6235,1,0.6235,-1,-0.6235,"2023-06-29 02:33:43","HYMOD",2
"BH53","MCCB CT LINK1","MCCB CT LINK1","NYLEC",120,60,60,23.29,1,23.29,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH60","MCCB Link 5","MCCB LINK 5","NYLEC",30,10,20,31.86,1,31.86,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH55","MCCB1 LINK","MCCB1 LINK","NYLEC",120,60,60,23.29,1,23.29,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH54","MCCB 3 LINK - NO DIP SET 3 (61MM)","MCCB3LINK (61MM)","NYLEC",80,40,40,18.27,1,18.27,0,0,"2023-06-29 04:16:34","Top Hat",2
"HM92","SEALABLE 1/4 TURN WITH 8MM SQUARE WITH SLOT","MS705-3A-4A","SELECTLOK",100,20,80,4.28,1,4.28,1,4.28,"2023-06-29 02:33:43","HYMOD",2
"BH50","MSCTLINK 1 INSULATING COATING RED  WHITE & BLUE","MSCTLINK 1","NYLEC",120,60,60,27.59,1,27.59,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH51","MSCTLINK 3 INSULATING COATING RED  WHITE & BLUE","MSCTLINK 3","NYLEC",80,40,40,24.74,1,24.74,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH52","MSCTLINK 5 INSULATION COATING RED  WHITE & BLUE","MSCTLINK 5","NYLEC",80,40,40,24.07,1,24.07,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH57","MSCTLINK 6 INSULATING COATING RED  WHITE & BLUE","MSCTLINK 6","NYLEC",15,5,10,25.1,1,25.1,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH59","MSCTLINK 7","MSCTLINK 7","NYLEC",30,10,20,27.5,1,27.5,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH58","MSCTLINK 8 INSULATING COATING RED  WHITE & BLUE","MSCTLINK 8","NYLEC",20,5,15,15.78,1,15.78,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH64","BLACK Complete Set Copper Bar","PCT-TYPE 1","NYLEC",10,5,5,51.03,1,51.03,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH65","RED  WHITE  BLUE  BLACK Complete Set Copper Bar","PCT-TYPE 2","NYLEC",10,5,5,205.44,1,205.44,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH63","RED  WHITE  BLUE Complete Set Copper Bar","PCTI-TYPE 1","NYLEC",10,5,5,166.02,1,166.02,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH61","RED  WHITE  BLUE Complete Set Copper Bar","PCTO-TYPE 1","NYLEC",40,20,20,40.78,1,40.78,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH95","SK204 Polycover for HPR - 2mm Polycarb","PLYCVRSK204","QUADOR",10,5,5,36,1,36,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH93","POLY COVER FOR HVC CHASSIS","POLYCOVERF50DV-H","QUADOR",30,10,20,30,1,30,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH94","F50DV POLY COVER","POLYCVR-F50DV-QF","QUADOR",30,10,20,30,1,30,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH92","Poly Cover for K65DEV","POLYCVR-K65DEV","QUADOR",50,20,30,40,1,40,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH90","Poly Cover for QF Chassis-2","POLYCVRQF-2B","QUADOR",50,20,30,28.5,1,28.5,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH91","Poly Cover for QF Chassis","POLYCVRQF-A","QUADOR",50,20,30,30,1,30,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH30","250/400A Pillar Copper Bar","PP-GT-CBAR","NYLEC",30,10,20,8.6,1,8.6,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH56","SFMLINK (MCCB) DIPPED","SFMLINK (MCCB)","NYLEC",40,20,20,15.94,1,15.94,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH67","Support Bracket (58mm)","SPLCH-01","QUADOR",100,50,50,13.5,1,13.5,0,0,"2023-06-29 04:16:34","Top Hat",2
"HM98","Key 8mm SQUARE ZINC DI","SQ-8-KEY","SELECTLOK",200,50,150,1.15,1,1.15,1,1.15,"2023-06-29 02:33:43","HYMOD",2
"HM94","Quarter Turn 32MM Escutcheon 8MM Square insert with slot IP66","SQ118-8S-32","SELECTLOK",200,100,100,2.31,1,2.31,1,2.31,"2023-06-29 02:33:43","HYMOD",2
"HM89","M8 X 65 HEX SET SCREW SS304","SSM865S","BOLTSGALOR",500,200,300,0.3636,1,0.3636,1,0.3636,"2023-06-29 02:33:43","HYMOD",2
"HM90","M8 X 75 HEX SET SCREW SS304","SSM875S","BOLTSGALOR",300,100,200,0.4,1,0.4,1,0.4,"2023-06-29 02:33:43","HYMOD",2
"HM00","Test","Test","NYLEC",1000,200,800,1,1000,0.001,992,0.992,"2023-07-02 22:26:19","HYMOD",2
"TS02","Test02","Test02","NYLEC",10,2,8,20,10,2,10,20,"2023-07-04 22:23:16","HYMOD",2
"BH29","FCL MTNG TOPHAT 250-400A","TOPHAT250-400A","NYLEC",50,20,30,8.2,1,8.2,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH6","TS250 4P MCCB TOP HAT FOR ADVD","TS250MCCB-ADV","NYLEC",20,5,15,9.5,1,9.5,0,0,"2023-06-29 04:16:34","Top Hat",2
"BH36","TS250 4P MCCB TOP HAT FOR HPR","TS250MCCBTH","NYLEC",30,10,20,9.5,1,9.5,0,0,"2023-06-29 04:16:34","Top Hat",2
"HM86","M6 X 16 HEX FLANGED STEEL TAPTITE ZP","TTM616WHZ","BOLTSGALOR",6000,2000,4000,0.1727,1,0.1727,1,0.1727,"2023-06-29 02:33:43","HYMOD",2
"HM84","Vent Cover Double Filter","VCDF","Variance",4,2,2,93.21,1,93.21,1,93.21,"2023-06-29 02:33:43","HYMOD",2
"HM85","Vent Cover Single Filter","VCF","Variance",50,20,30,57.16,1,57.16,1,57.16,"2023-06-29 02:33:43","HYMOD",2
"HM83","Vent Cover Single Filter IP56-Part B","VcF56-B","Variance",20,12,8,16.53,1,16.53,1,16.53,"2023-06-29 02:33:43","HYMOD",2
